"","X","y_sim.1.","x.1.","x.2.","x.3.","ct.1.","fake_date"
"31","t= 30",30272.5661264572,1647.84510171426,769.886308886455,93.4015677929065,525.019052671269,2000-08-04
"32","t= 31",30183.8103571326,889.84915604773,1461.59123978705,686.030519727876,520.227397792041,2000-08-11
"33","t= 32",16251.7104631428,1020.15355359991,470.622835023465,602.538646178498,241.192434448749,2000-08-18
"34","t= 33",30431.7562840053,571.752381694585,690.248671987599,1036.18864655408,614.411440910771,2000-08-25
"35","t= 34",17917.6370621112,164.127634122249,763.501423722386,22.5228550698375,144.291332690045,2000-09-01
"36","t= 35",13775.4761925897,1722.25361798013,216.964055319746,406.914836911099,35.0480058696121,2000-09-08
"37","t= 36",22583.219615814,764.190576756294,850.391946586754,631.81286823508,808.379701105878,2000-09-15
"38","t= 37",19070.9241616255,1370.6809584746,659.618376621416,128.102174639867,126.073993043974,2000-09-22
"39","t= 38",28733.6728813075,559.196933768373,1.98760760087629,605.250672623498,810.623310273513,2000-09-29
"40","t= 39",30203.7170186318,166.853946316108,407.143314302673,755.728734996773,899.880829965696,2000-10-06
"41","t= 40",31839.5259149654,1265.4272971006,724.619207274609,663.952390826423,453.695682575926,2000-10-13
"42","t= 41",22363.2298879203,1219.9484461818,354.742639950949,1828.23365938166,86.9988447520882,2000-10-20
"43","t= 42",30523.5864903605,1553.40117170725,339.148513321622,109.352876369994,714.951244415715,2000-10-27
"44","t= 43",27927.9709150445,27.2043278390571,222.62709449825,1549.6376498866,970.283103641123,2000-11-03
"45","t= 44",24036.3112112918,1062.07178938346,94.5113032836156,220.631216805792,954.63652187027,2000-11-10
"46","t= 45",7819.99590359677,1070.75320938963,748.811499456953,1986.62183763668,85.5619262438267,2000-11-17
"47","t= 46",26778.9229735683,31.2606415945666,943.660613283382,795.030066464794,579.91636916995,2000-11-24
"48","t= 47",20377.8129740706,452.787659375842,449.897130487277,1080.84205243866,706.758761545643,2000-12-01
"49","t= 48",18253.1663946634,1821.23096560262,319.739882779881,247.579143100874,88.5722821112722,2000-12-08
"50","t= 49",14452.5109726298,779.4746486966,1019.01191450787,351.027404256258,107.852436834946,2000-12-15
"51","t= 50",10112.4861036942,943.414562305381,443.093881525806,262.197814083257,108.944542938843,2000-12-22
"52","t= 51",24275.5588138694,380.962903553334,514.598211040811,245.067620242651,969.750022282824,2000-12-29
"53","t= 52",24131.62256013,902.874532143379,669.063963648602,152.852087290863,573.806768748909,2001-01-05
"54","t= 53",14822.0367601121,1130.14420008119,86.9554891252463,225.964602724488,74.1152397822589,2001-01-12
"55","t= 54",17920.1526544693,1203.08743078835,267.749191300022,122.609662385674,146.032686810941,2001-01-19
"56","t= 55",21979.8924180853,1929.78576126416,277.872537025428,118.114379636947,439.054278889671,2001-01-26
"57","t= 56",14433.3696409881,540.819188099855,254.312938993937,703.742255459208,501.21789984405,2001-02-02
"58","t= 57",24166.4505216401,832.275589338365,701.89763260496,1156.33583435868,172.153714112937,2001-02-09
"59","t= 58",21131.9962389302,11.6076850487507,239.57812975402,460.930786953303,386.683383723721,2001-02-16
"60","t= 59",25866.3286766908,1054.31669152714,591.318388936162,1002.33608948797,622.633621795103,2001-02-23
"61","t= 60",22697.5999941135,1624.47956348248,901.494516601378,388.379546739843,161.425802623853,2001-03-02
"62","t= 61",22973.3461012654,427.216223087095,505.177776994671,409.680012366336,608.23599435389,2001-03-09
"63","t= 62",26605.5419504172,257.80751841517,390.891264634315,478.435318230386,813.670371426269,2001-03-16
"64","t= 63",28477.0579707737,1238.47668795861,165.331362163545,912.783716813406,376.212922856212,2001-03-23
"65","t= 64",32268.4234670977,1626.41865979595,665.694815489248,1104.65851940679,481.699837371707,2001-03-30
"66","t= 65",23239.9784761806,1034.27006886431,29.8524278870312,7.90412140900213,350.353007903323,2001-04-06
"67","t= 66",30844.7210282646,37.3805758378468,557.498349184706,1765.99542236092,498.397656250745,2001-04-13
"68","t= 67",17717.5878426286,780.038566431156,195.197173502127,22.3095066952275,76.5113462693989,2001-04-20
"69","t= 68",33648.2846796928,318.442844744651,1057.6651480108,474.169832616975,974.810414714739,2001-04-27
"70","t= 69",32506.3159604277,172.855949574054,726.309132977124,486.824921622573,832.331019220874,2001-05-04
"71","t= 70",45693.7604969759,2031.78157932259,625.079389813926,596.710740540237,940.827975515276,2001-05-11
"72","t= 71",35542.9183552806,1521.48796057709,535.837572119876,138.541139783562,730.32018286176,2001-05-18
"73","t= 72",17232.4181748381,1268.43046788034,263.656611181733,61.6016563652624,29.4377603568137,2001-05-25
"74","t= 73",32814.828292687,1204.44205793384,840.229758308799,1170.32385849081,356.229938333854,2001-06-01
"75","t= 74",28359.164544009,303.652730394905,764.554475237298,2216.93864686098,190.531211905181,2001-06-08
"76","t= 75",20539.0361747828,1011.93655441451,350.1000319265,734.715835481135,35.3776551783085,2001-06-15
"77","t= 76",40399.8506665221,1311.6921241146,250.126332699706,687.972310764238,891.333980252966,2001-06-22
"78","t= 77",40658.4856905201,1104.96069081334,433.365577051474,3580.73330557046,912.361041177064,2001-06-29
"79","t= 78",41932.3138327815,1323.72895335329,639.952684100684,87.054536681009,684.355585603043,2001-07-06
"80","t= 79",36371.7639961293,582.596988018486,157.754279923546,470.455784800858,672.085857251659,2001-07-13
"81","t= 80",35599.1287681116,2112.41100432963,564.307918342185,1126.21081167933,243.070055963472,2001-07-20
"82","t= 81",37684.1465806233,1284.17137017059,252.608685410309,1898.96295191532,565.447241999209,2001-07-27
"83","t= 82",46283.4014943201,1776.9045515117,281.961715988934,16.2486472360911,944.055258762091,2001-08-03
"84","t= 83",39615.9241538487,1119.62335795813,232.096239480456,1748.49284588448,511.957607930526,2001-08-10
"85","t= 84",40732.0514151073,580.625640539464,662.508296574381,984.78039956797,880.16315177083,2001-08-17
"86","t= 85",34321.9238796728,1045.08804419098,682.798758983691,1096.30371767861,249.484477099031,2001-08-24
"87","t= 86",39394.063792445,1203.67853594342,503.427815976318,203.505181858246,961.477070115507,2001-08-31
"88","t= 87",41476.0155246479,219.854186542409,345.815831328982,653.642765259537,872.032111044973,2001-09-07
"89","t= 88",24167.0946690532,279.704618895115,919.821337075491,1017.454660414,216.44549514167,2001-09-14
"90","t= 89",41757.0370981582,1787.82081811411,458.886028739252,1117.10150194461,984.971260884777,2001-09-21
"91","t= 90",36553.7476107549,534.49934540265,513.373425583202,1004.58114899502,811.002030270174,2001-09-28
"92","t= 91",33808.6357811029,210.651878077508,918.18197132995,92.2020103369675,138.072688598186,2001-10-05
"93","t= 92",33617.5748882508,1128.03265530637,620.385423236017,262.316779697817,707.365722162649,2001-10-12
"94","t= 93",28346.629004013,472.226065363507,384.824458937254,663.02086839955,135.073060402647,2001-10-19
"95","t= 94",41963.8231535011,1936.74589907853,1084.80027090065,814.256260947448,893.934436142445,2001-10-26
"96","t= 95",33257.4661953727,420.11133989634,178.679629013415,976.065952100765,903.650498716161,2001-11-02
"97","t= 96",32942.0579324189,367.999318701087,469.26743497694,165.10221515824,887.698921840638,2001-11-09
"98","t= 97",15384.8637720921,873.158974136709,962.102801942159,291.61530016541,2.73199006915092,2001-11-16
"99","t= 98",30185.7745481881,114.077168367575,1105.77514567438,474.292050515328,832.349623553455,2001-11-23
"100","t= 99",34325.3153363727,982.330190282849,1256.90862725687,1036.40914041459,633.565475000069,2001-11-30
"101","t= 100",29632.2649870436,21.3846092830904,389.493632233598,173.362837233043,877.570025855675,2001-12-07
"102","t= 101",30681.1649004514,827.596372073157,298.71636351716,117.533956550453,411.553820595145,2001-12-14
"103","t= 102",34259.6105891593,455.17360082998,7.77524754073983,1517.02030593096,646.51829819195,2001-12-21
"104","t= 103",25750.7732730903,578.616653482019,1293.75094874555,66.4621241233447,421.220710268244,2001-12-28
"105","t= 104",26801.9293876553,1605.86030343069,230.201124860263,1084.87199727826,438.50757763721,2002-01-04
"106","t= 105",31645.073353269,503.581689788041,633.110493948037,337.200511162141,948.797323042527,2002-01-11
"107","t= 106",27517.4853603455,926.617945621682,711.797870464238,108.932402586232,60.6403218116611,2002-01-18
"108","t= 107",27227.6236064382,73.4052642158954,856.885947886154,2364.12883607947,30.7681947015226,2002-01-25
"109","t= 108",31446.8128634834,21.7677193152156,666.230065451876,895.411052385317,607.0591439493,2002-02-01
"110","t= 109",23587.9344415692,1443.68325091356,265.081254039405,62.3199556303996,401.25931892544,2002-02-08
"111","t= 110",32516.4196304602,1475.57744580328,826.617258441304,1435.44828285913,331.136343535036,2002-02-15
"112","t= 111",28664.6553370166,705.585431247581,666.402397431454,803.798963944274,85.2249967865646,2002-02-22
"113","t= 112",28043.1800256966,472.200606550679,636.598560009941,196.246061281973,313.906719442457,2002-03-01
"114","t= 113",38018.1141334785,721.315523668322,245.435147204884,2377.46303485883,926.646522013471,2002-03-08
"115","t= 114",32852.1460921896,1095.87334380964,845.294581826807,62.2935205557756,446.682131849229,2002-03-15
"116","t= 115",27283.0648667562,1949.00131861666,998.394259534524,348.757844939332,16.2620341870934,2002-03-22
"117","t= 116",26367.8082269762,712.040481414431,669.655678920118,2160.37814936148,172.434913227335,2002-03-29
"118","t= 117",36732.072334026,1599.67498112068,622.232756077049,1871.45571560741,281.881556147709,2002-04-05
"119","t= 118",45501.1452250383,1476.79860943945,801.043487365667,2343.0679948022,753.205012297258,2002-04-12
"120","t= 119",40566.7001388188,927.183366449541,641.613900612818,442.235927933616,593.458035495132,2002-04-19
"121","t= 120",43857.8827590837,1592.02531585434,628.465722489835,2037.19811086647,319.817696465179,2002-04-26
"122","t= 121",40369.4821213871,518.318168663784,31.7196673277919,1405.60167487048,864.302688278258,2002-05-03
"123","t= 122",32366.951040509,112.648437450024,1042.43116619254,819.509417915171,168.980097630993,2002-05-10
"124","t= 123",38992.4675127576,264.952559181807,674.958372983683,221.2225866423,712.697591632605,2002-05-17
"125","t= 124",25513.2878910751,1386.52890788143,661.30549803633,216.790322625713,17.5051325932145,2002-05-24
"126","t= 125",39125.6749204131,417.952434558116,1226.8484766471,627.367067760518,989.37820433639,2002-05-31
"127","t= 126",38221.019635904,92.1826650390431,392.322302045947,1407.71800072853,770.103399176151,2002-06-07
"128","t= 127",52164.7337368207,1653.20559492204,833.329809812395,1648.64999962659,978.354729013517,2002-06-14
"129","t= 128",55673.9555279184,1236.01015823911,686.47590257102,2368.50393063946,854.093376547098,2002-06-21
"130","t= 129",36515.4458561894,1038.68174006975,466.55830206864,837.459869507986,476.92269156687,2002-06-28
"131","t= 130",40151.3874939091,98.4375139030755,450.277817548759,1466.03338663365,822.637402452528,2002-07-05
"132","t= 131",46621.1242869744,2210.68354967854,85.9410011575783,927.225304631589,670.78917985782,2002-07-12
"133","t= 132",42054.3860967465,173.647459379929,690.861443337044,476.376907647536,851.137336576357,2002-07-19
"134","t= 133",32355.6923213537,193.882612009529,403.649404903265,362.843941668527,96.2308649905026,2002-07-26
"135","t= 134",38296.4328384489,1117.90690888288,772.615010687607,315.213574781663,345.315836369991,2002-08-02
"136","t= 135",40391.1363574882,821.047511521906,602.529105946349,380.627211085828,485.951982671395,2002-08-09
"137","t= 136",41194.3631467455,517.582723120567,469.652233128059,768.855462766129,541.402117116377,2002-08-16
"138","t= 137",41703.9536153642,122.854720333531,13.2258234110822,552.944499856328,822.32303568162,2002-08-23
"139","t= 138",47878.9204179814,38.4565904821031,120.887192942471,431.623201308383,980.519202537835,2002-08-30
"140","t= 139",42615.0165484317,422.915677011009,870.208078494283,212.837278146516,359.113893704489,2002-09-06
"141","t= 140",29349.4486279095,75.4477441214607,373.887719805252,37.2743152262773,473.74259470962,2002-09-13
"142","t= 141",44368.375360075,758.720631186058,622.707817755387,776.02716734611,679.811829235405,2002-09-20
"143","t= 142",35752.6516082545,1047.09326223072,509.890179667676,1648.35918459911,450.458529172465,2002-09-27
"144","t= 143",40850.150189575,101.010581875134,665.566891358223,1086.69024580683,420.256685232744,2002-10-04
"145","t= 144",40295.9424171341,1217.30911146064,178.295845314808,79.8962638177496,465.020716655999,2002-10-11
"146","t= 145",37971.4541097406,1242.80725138285,368.461797281159,784.802256130939,497.866730205715,2002-10-18
"147","t= 146",34495.7986995719,826.280048245351,134.491817509278,957.253189293264,197.528871940449,2002-10-25
"148","t= 147",31194.4901273823,140.630577301376,601.010073886737,878.76731504835,297.015655785799,2002-11-01
"149","t= 148",26959.9099317586,1051.61885765792,433.632096553014,826.164732804108,54.2281295638531,2002-11-08
"150","t= 149",33566.7236758042,857.405184596189,506.251074623972,1486.22387908971,303.131478838623,2002-11-15
"151","t= 150",24778.6919861221,306.426102880091,727.650584849146,725.539637979171,138.196971733123,2002-11-22
"152","t= 151",35200.0709788771,690.25667063608,608.589244897414,1297.14748839026,466.166113270447,2002-11-29
"153","t= 152",29477.2504880435,611.979356881228,1083.92500912336,305.468797889624,72.1095553599298,2002-12-06
"154","t= 153",40338.1640314064,1684.64066769325,735.415086763855,930.062090936776,668.557457160205,2002-12-13
"155","t= 154",32316.8638868318,560.635662054267,402.868704190851,1100.20156979313,330.371927237138,2002-12-20
"156","t= 155",40490.941081333,787.27463377232,448.890762816507,495.102444487368,840.84922587499,2002-12-27
"157","t= 156",30592.3034067168,392.186650230268,1095.50114108658,57.3485359520101,793.405451579019,2003-01-03
"158","t= 157",30556.9798084996,481.798816638303,664.975258199866,981.364566537447,122.376360930502,2003-01-10
"159","t= 158",35360.8353184933,916.733180491715,703.595027500774,451.381806056948,187.761621782556,2003-01-17
"160","t= 159",43913.3698002835,616.914289203911,733.107243603611,1325.46283286894,953.608233714476,2003-01-24
"161","t= 160",29777.7984079558,485.046537873956,227.384221194378,273.538777439265,225.051008863375,2003-01-31
"162","t= 161",36678.7275343783,204.508424658801,907.163696738877,1051.64111102937,888.220814522356,2003-02-07
"163","t= 162",40924.657258643,595.642973657563,187.590468320122,2305.62737471212,948.273722315207,2003-02-14
"164","t= 163",38306.9753237096,1098.15953929909,769.209733891002,276.910680949149,489.054864272475,2003-02-21
"165","t= 164",46629.1914530645,68.0999112906777,1290.92019769356,1062.85889063513,884.46086528711,2003-02-28
"166","t= 165",31397.4188039194,1720.37273794688,332.954698015945,1050.86134632853,385.317036649212,2003-03-07
"167","t= 166",27068.9611936091,736.976061515846,464.096821921435,963.100770525419,44.5676187518984,2003-03-14
"168","t= 167",38652.7368876854,859.956266105089,629.04366165476,1281.91486258691,834.630843019113,2003-03-21
"169","t= 168",49938.2308660116,1490.95602770201,312.598452106106,1931.80849795089,724.098424427211,2003-03-28
"170","t= 169",34836.5096992176,769.840418289834,677.310679460329,23.6896041080154,405.27880191803,2003-04-04
"171","t= 170",45620.1525304397,1203.5196218117,447.305015843575,52.0709681174615,936.465366045013,2003-04-11
"172","t= 171",37969.4235478777,186.469518383311,816.485244670522,1293.70225232125,183.603435289115,2003-04-18
"173","t= 172",39917.4189891211,1014.52258539723,1284.71264811353,191.737347594983,295.20766902715,2003-04-25
"174","t= 173",44021.2531338461,2115.95254912944,81.706988283162,1386.62909731958,263.963273260742,2003-05-02
"175","t= 174",48638.0543905271,970.750743128083,353.517101868029,461.562593231861,885.047826915979,2003-05-09
"176","t= 175",40728.4211922161,868.347443910875,779.387988144635,214.831728442492,51.9774705171585,2003-05-16
"177","t= 176",46956.6772528012,248.64179409654,674.360257187193,412.357211956171,977.322950726375,2003-05-23
"178","t= 177",32773.2770075934,248.543316671918,541.846078179917,117.046402854397,15.7975491601974,2003-05-30
"179","t= 178",48064.274852652,723.025420030508,371.47904826441,1071.70170951125,751.543504884467,2003-06-06
"180","t= 179",53996.108330017,527.036887825003,591.815879685208,326.69278134322,982.683683279902,2003-06-13
"181","t= 180",44866.922796155,1371.70998881577,591.946443688518,134.990879381948,759.493826655671,2003-06-20
"182","t= 181",43986.4086583912,1198.50560428991,724.258607297657,1197.30644450216,606.066103791818,2003-06-27
"183","t= 182",46852.056676433,792.029635476478,607.481440770173,271.686271944788,810.843012528494,2003-07-04
"184","t= 183",45668.5911214851,1549.56104318735,488.404709728137,208.294007771828,301.715767942369,2003-07-11
"185","t= 184",40307.5751241289,955.766595889944,18.8373156110659,478.862144696937,158.486598636955,2003-07-18
"186","t= 185",45960.1154539758,656.002769336084,719.787789594179,1146.40762849177,493.723119609058,2003-07-25
"187","t= 186",52548.7475794933,473.782953482221,500.750382826122,1174.29420212992,962.276112753898,2003-08-01
"188","t= 187",48767.6591287553,1048.93715936735,599.532202948782,316.216041053751,439.88809757866,2003-08-08
"189","t= 188",50643.2036387476,472.147698431607,149.377319823319,1052.89084221957,826.569888507947,2003-08-15
"190","t= 189",48140.3286121052,1182.73768417111,283.97232497809,189.474738743157,535.153598990291,2003-08-22
"191","t= 190",46452.2557226055,915.522170884643,789.867983812006,339.328619142233,474.309249315411,2003-08-29
"192","t= 191",50548.5671011866,1470.62314871105,470.313474013991,651.31137647635,781.981426756829,2003-09-05
"193","t= 192",43113.5914392236,1189.13857364966,347.848029072356,638.560604004252,594.766687136143,2003-09-12
"194","t= 193",49990.4447534187,1217.97324068794,78.3076488147505,1699.16942543378,650.518292328343,2003-09-19
"195","t= 194",47898.2456341796,506.037617547921,142.759592027963,455.510471859438,827.616160036996,2003-09-26
"196","t= 195",47066.4261700406,504.273866814731,160.069778963747,193.880032335598,636.062433710322,2003-10-03
"197","t= 196",55024.4436673784,757.317772976883,443.680323238107,389.859455343138,874.055929016322,2003-10-10
"198","t= 197",42204.6820554954,39.8801384248907,921.640462184556,967.78099875746,28.7446966394782,2003-10-17
"199","t= 198",48029.7031352149,403.907194005459,523.361175831058,185.49970889452,729.745496297255,2003-10-24
"200","t= 199",44189.9273030469,883.936971093937,191.139810721259,382.42959590706,477.000798331574,2003-10-31
"201","t= 200",46110.892987763,1332.09922834029,493.02809170686,284.71508455409,655.759162735194,2003-11-07
"202","t= 201",41057.3624286084,1207.24184985327,614.80576800834,531.65263482086,318.711476400495,2003-11-14
"203","t= 202",40170.4006517725,807.866498773783,174.279984157308,1169.27825482767,415.704142535105,2003-11-21
"204","t= 203",45159.4522600292,207.942201951545,104.00476116181,792.723152925896,737.198166083544,2003-11-28
"205","t= 204",37783.197191539,1104.88584657087,880.180636149512,36.3773197946001,301.311376038939,2003-12-05
"206","t= 205",38334.7522585663,803.407323571844,679.984735778069,2027.94707687002,168.340531410649,2003-12-12
"207","t= 206",36764.0749525319,707.796468004002,602.608933265723,1710.94086182791,227.597998222336,2003-12-19
"208","t= 207",36998.1773814847,1295.57287273596,303.070809338532,114.550822578012,210.460451431572,2003-12-26
"209","t= 208",35033.3184280372,277.412081312994,572.499953317044,363.160421373983,274.927763501182,2004-01-02
