"";"t_ind";"semana_ano";"semana_mes";"mes";"ano";"Data";"y_sim[1]";"Y_signal";"x[1]";"x[2]";"x[3]";"ct[1]";"General_Params";"beta_0";"sigma_e";"M";"C";"C_used";"Generation_Adstock_Method";"TEMPORAL";"Y_temporal";"RE_Signal_Y_temporal";"RE_Signal_basalTrend";"trend";"RE_Temporal_trend";"seasonal";"Temporal_Params";"Trend_Method";"tau";"sigma_psi";"psi[1]";"psi[2]";"psi[3]";"psi[4]";"psi[5]";"psi[6]";"psi[7]";"psi[8]";"psi[9]";"psi[10]";"psi[11]";"psi[12]";"MARKETING";"Y_Marketing";"RE_Signal_Y_Marketing";"Channel[1]";"x[1]";"x_pre_ads[1]";"x_ads[1]";"x_sat[1]";"x_hilladstocked[1]";"Params_Channel[1]";"beta_x[1]";"theta_x[1]";"shape_x[1]";"scale_x[1]";"lambda_x[1]";"gamma_w_x[1]";"alpha_x[1]";"w_x[1]";"ROI_x[1]";"RE_advertising_x[1]";"RE_Signal_x[1]";"Channel[2]";"x[2]";"x_pre_ads[2]";"x_ads[2]";"x_sat[2]";"x_hilladstocked[2]";"Params_Channel[2]";"beta_x[2]";"theta_x[2]";"shape_x[2]";"scale_x[2]";"lambda_x[2]";"gamma_w_x[2]";"alpha_x[2]";"w_x[2]";"ROI_x[2]";"RE_advertising_x[2]";"RE_Signal_x[2]";"Channel[3]";"x[3]";"x_pre_ads[3]";"x_ads[3]";"x_sat[3]";"x_hilladstocked[3]";"Params_Channel[3]";"beta_x[3]";"theta_x[3]";"shape_x[3]";"scale_x[3]";"lambda_x[3]";"gamma_w_x[3]";"alpha_x[3]";"w_x[3]";"ROI_x[3]";"RE_advertising_x[3]";"RE_Signal_x[3]";"CONTROL";"Y_Control";"RE_Signal_Y_Control";"Control[1]";"ct[1]";"ct_impact[1]";"params_Control[1]";"beta_ct[1]";"RE_Signal_ct[1]";"fake_date"
"t= 7";7;8;4;2;2000;NA;27976,0961449868;21895,6863170839;686,063706506399;447,433399127088;637,332884207625;835,327925393358;NA;7000;3500;3;1;1;2;NA;5225;0,602927017695467;0,208377957837389;1375;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4140,7674361835;0,166540648436145;NA;686,063706506399;763,4715618045;611,756059138221;0,0491994377298052;737,991565947079;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;447,433399127088;624,375958763956;440,632292705686;0,452742462524657;1358,22738757397;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;637,332884207625;739,249148568338;665,390772788783;0,408909696532489;2044,54848266245;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;12529,9188809004;0,230532333868388;NA;835,327925393358;12529,9188809004;NA;15;0,230532333868388;2000-02-25
"t= 8";8;9;1;3;2000;NA;19926,9196689265;16956,00078132;1749,52162403732;405,926372523136;740,667776973891;199,167216196656;NA;7000;3500;3;1;1;2;NA;5350;0,602927017695467;0,208377957837389;1500;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8618,49253837017;0,166540648436145;NA;1749,52162403732;1901,25897841082;1523,44469423944;0,336164688667551;5042,47033001326;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;405,926372523136;588,993699381604;415,662455456319;0,431164436672303;1293,49331001691;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;740,667776973891;814,572456666372;733,18852985272;0,456505779667999;2282,52889834;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;2987,50824294984;0,230532333868388;NA;199,167216196656;2987,50824294984;NA;15;0,230532333868388;2000-03-03
"t= 9";9;10;2;3;2000;NA;31428,6790038756;27578,6623317244;953,845325341875;1126,96621440156;2489,12608412108;860,834878170863;NA;7000;3500;3;1;1;2;NA;5475;0,602927017695467;0,208377957837389;1625;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;9191,13915916141;0,166540648436145;NA;953,845325341875;1333,14718159871;1068,2269083323;0,172520608428686;2587,80912643029;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;1126,96621440156;1297,15404957582;915,422759051392;0,71242006046188;2137,26018138564;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;2489,12608412108;2570,54126198665;2313,71850763874;0,893213970269095;4466,06985134548;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;12912,5231725629;0,230532333868388;NA;860,834878170863;12912,5231725629;NA;15;0,230532333868388;2000-03-10
"t= 10";10;11;3;3;2000;NA;15183,4643969369;21232,9209948227;1036,11905165523;735,293814594331;1142,21230896246;507,182498695329;NA;7000;3500;3;1;1;2;NA;5600;0,602927017695467;0,208377957837389;1750;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8025,18351439277;0,166540648436145;NA;1036,11905165523;1302,35749133715;1043,55568216117;0,164340129857431;2465,10194786147;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;735,293814594331;1121,99775421831;791,812106011512;0,665872162695539;1997,61648808662;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1142,21230896246;1399,16892802852;1259,37797302297;0,712493015688937;3562,46507844469;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;7607,73748042993;0,230532333868388;NA;507,182498695329;7607,73748042993;NA;15;0,230532333868388;2000-03-17
"t= 11";11;12;4;3;2000;NA;10336,7817389397;16313,0150936845;337,207403023718;426,744602296143;1048,93258373295;359,652695944533;NA;7000;3500;3;1;1;2;NA;5725;0,602927017695467;0,208377957837389;1875;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5193,2246545165;0,166540648436145;NA;337,207403023718;596,581199360736;478,029807180077;0,0271705946930848;407,558920396272;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;426,744602296143;759,719718028707;536,146589999088;0,526150933395257;1578,45280018577;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1048,93258373295;1188,78574324738;1070,01417033968;0,641442586786891;3207,21293393446;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;5394,79043916799;0,230532333868388;NA;359,652695944533;5394,79043916799;NA;15;0,230532333868388;2000-03-24
"t= 12";12;13;5;3;2000;NA;26120,1074915979;28643,510748141;1199,29491173632;504,26387714353;2185,44276888011;959,377801744267;NA;7000;3500;3;1;1;2;NA;5850;0,602927017695467;0,208377957837389;2000;0,657277268651676;-3150;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8402,84372197701;0,166540648436145;NA;1199,29491173632;1315,81191701001;1054,33647196315;0,167899328244488;2518,48992366732;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;504,26387714353;728,891788934705;514,390817879114;0,510639102972232;1531,9173089167;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;2185,44276888011;2304,24727642715;2074,02995177961;0,870487297878599;4352,436489393;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;14390,667026164;0,230532333868388;NA;959,377801744267;14390,667026164;NA;15;0,230532333868388;2000-03-31
"t= 13";13;14;2;4;2000;NA;15019,5973973808;17155,3420901584;262,503363316233;1036,94090253454;644,249899631979;154,929093550891;NA;7000;3500;3;1;1;2;NA;9975;0,602927017695467;0,208377957837389;2125;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;4856,40568689509;0,166540648436145;NA;262,503363316233;524,139594197688;419,983649196865;0,0198069491667898;297,104237501847;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;1036,94090253454;1246,4800128783;879,661265263442;0,700020023806485;2100,06007141945;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;644,249899631979;874,425714666282;787,061849384592;0,491848275594757;2459,24137797379;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;2323,93640326336;0,230532333868388;NA;154,929093550891;2323,93640326336;NA;15;0,230532333868388;2000-04-07
"t= 14";14;15;3;4;2000;NA;15024,8563529988;15579,9187822713;567,632325531596;527,052135742499;882,521494371694;30,7096985634416;NA;7000;3500;3;1;1;2;NA;10100;0,602927017695467;0,208377957837389;2250;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5019,27330381964;0,166540648436145;NA;567,632325531596;670,802453888485;537,501966256799;0,0360919831881269;541,379747821903;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;527,052135742499;895,040259707774;631,644502263778;0,586757726072388;1760,27317821716;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;882,521494371694;969,849844607426;872,952155362219;0,543524075556114;2717,62037778057;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;460,645478451625;0,230532333868388;NA;30,7096985634416;460,645478451625;NA;15;0,230532333868388;2000-04-14
"t= 15";15;16;4;4;2000;NA;39170,5425505682;29787,3106120749;1366,39195841826;527,453136462124;352,591102479784;909,147134982049;NA;7000;3500;3;1;1;2;NA;10225;0,602927017695467;0,208377957837389;2375;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;5925,10358734416;0,166540648436145;NA;1366,39195841826;1500,01291735111;1201,93342736468;0,218737413358588;3281,06120037882;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;527,453136462124;792,508583095857;559,286226602581;0,541921332499741;1625,76399749922;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;352,591102479784;449,471193682153;404,564530767014;0,203655677893224;1018,27838946612;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;13637,2070247307;0,230532333868388;NA;909,147134982049;13637,2070247307;NA;15;0,230532333868388;2000-04-21
"t= 16";16;17;5;4;2000;NA;24186,6241812839;27994,9907902123;914,298034597011;227,258625349607;1260,21099822561;738,589110551402;NA;7000;3500;3;1;1;2;NA;10350;0,602927017695467;0,208377957837389;2500;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;6566,15413194131;0,166540648436145;NA;914,298034597011;1212,38174620846;971,459732538827;0,141212386225141;2118,18579337712;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;227,258625349607;460,926662873501;325,283460037757;0,344147252693648;1032,44175808094;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1260,21099822561;1304,93957331694;1174,56307229248;0,68310531609665;3415,52658048325;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;11078,836658271;0,230532333868388;NA;738,589110551402;11078,836658271;NA;15;0,230532333868388;2000-04-28
"t= 17";17;18;1;5;2000;NA;27304,1939710674;25277,3549868935;1178,79205850543;558,295884056154;1464,67838526569;438,189033651724;NA;7000;3500;3;1;1;2;NA;10475;0,602927017695467;0,208377957837389;2625;0,657277268651676;850;NA;2;125;2822,5161154938;-3150;-3150;-3150;850;850;3850;3850;3850;1550;1550;-3450;-3450;NA;8229,5194821176;0,166540648436145;NA;1178,79205850543;1420,84840236581;1138,5003224085;0,196456825506034;2946,85238259051;NA;15000;0,2;0,001;0,001;0,001;2000;2,5;0,801282051282051;2,31659820746186;0,355444315968585;0,05919592686435;NA;558,295884056154;688,174661607675;485,656077351923;0,489086464341316;1467,25939302395;NA;3000;0,3;0,001;0,001;0,001;500;1,5;0,705716302046577;2,76410244442445;0,268839100802186;0,0447726381725862;NA;1464,67838526569;1595,10791760742;1435,74069991667;0,763081541300629;3815,40770650315;NA;5000;0,1;0,001;0,001;0,001;800;2;0,9000900090009;2,61867903405258;0,375716583229229;0,0625720833992084;NA;6572,83550477587;0,230532333868388;NA;438,189033651724;6572,83550477587;NA;15;0,230532333868388;2000-05-05
